<strategy>
Use a parameterization with 6 coefficients, guided by the structure of Hermite polynomials and their orthogonality properties. Combine Bayesian optimization with a custom numerical solver to find the largest root efficiently, and refine via gradient descent after initial search.
</strategy>

```python
import numpy as np
from scipy.optimize import Bounds, minimize, differential_evolution
from scipy.optimize import NonlinearConstraint
from scipy.optimize import minimize as minimize_scipy
import time

def run(seed=42, budget_s=600, **kwargs):
    np.random.seed(seed)
    best_coeffs = np.array([1.0, 0.0, 0.0, 0.0, 0.0, 0.0])
    best_value = float('inf')
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
        Q = Q.as_leading_term(z**2)
