```python
import numpy as np
import scipy.optimize as opt
from scipy.optimize import Bounds, minimize
from sklearn.cluster import KMeans

def run(seed=42, budget_s=600, **kwargs):
    np.random.seed(seed)
    n_points = 200
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random.permutation(h)
    h = np.random
